line_no,raw_line,time_raw,time,module,level,pid,tid,client_ip,client_port,error_code,message,parse_status,record_type,parse_note
522,[Fri Jul 18 23:04:08.141365 2025] [proxy:warn] [pid 4214:tid 139857573680896] [client 47.83.14.24:34764] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Fri Jul 18 23:04:08.141365 2025,2025-07-18 23:04:08.141365,proxy,warn,4214,139857573680896,47.83.14.24,34764,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,SUCCESS,STANDARD_HEADER,
523,[Fri Jul 18 23:04:08.324445 2025] [proxy:warn] [pid 3968:tid 139857842116352] [client 47.83.14.24:34776] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,Fri Jul 18 23:04:08.324445 2025,2025-07-18 23:04:08.324445,proxy,warn,3968,139857842116352,47.83.14.24,34776,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
524,[Fri Jul 18 23:04:08.493851 2025] [proxy:warn] [pid 3969:tid 139858035017472] [client 47.83.14.24:34784] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,Fri Jul 18 23:04:08.493851 2025,2025-07-18 23:04:08.493851,proxy,warn,3969,139858035017472,47.83.14.24,34784,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
525,[Fri Jul 18 23:04:08.708980 2025] [proxy:warn] [pid 3969:tid 139858018232064] [client 47.83.14.24:34796] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,Fri Jul 18 23:04:08.708980 2025,2025-07-18 23:04:08.708980,proxy,warn,3969,139858018232064,47.83.14.24,34796,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
526,[Fri Jul 18 23:04:08.878500 2025] [proxy:warn] [pid 3968:tid 139857145882368] [client 47.83.14.24:57260] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Fri Jul 18 23:04:08.878500 2025,2025-07-18 23:04:08.878500,proxy,warn,3968,139857145882368,47.83.14.24,57260,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
527,[Fri Jul 18 23:04:09.006144 2025] [proxy:warn] [pid 3968:tid 139857129096960] [client 47.83.14.24:57268] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Fri Jul 18 23:04:09.006144 2025,2025-07-18 23:04:09.006144,proxy,warn,3968,139857129096960,47.83.14.24,57268,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
528,[Sat Jul 19 06:29:30.328649 2025] [proxy:warn] [pid 3969:tid 139858001446656] [client 47.243.137.229:34514] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Sat Jul 19 06:29:30.328649 2025,2025-07-19 06:29:30.328649,proxy,warn,3969,139858001446656,47.243.137.229,34514,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,SUCCESS,STANDARD_HEADER,
529,[Sat Jul 19 06:29:30.448826 2025] [proxy:warn] [pid 3968:tid 139857020057344] [client 47.243.137.229:34518] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,Sat Jul 19 06:29:30.448826 2025,2025-07-19 06:29:30.448826,proxy,warn,3968,139857020057344,47.243.137.229,34518,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
530,[Sat Jul 19 06:29:30.567411 2025] [proxy:warn] [pid 3967:tid 139857783367424] [client 47.243.137.229:34520] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,Sat Jul 19 06:29:30.567411 2025,2025-07-19 06:29:30.567411,proxy,warn,3967,139857783367424,47.243.137.229,34520,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,SUCCESS,STANDARD_HEADER,
531,[Sat Jul 19 06:29:30.684079 2025] [proxy:warn] [pid 3968:tid 139857003271936] [client 47.243.137.229:34530] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Sat Jul 19 06:29:30.684079 2025,2025-07-19 06:29:30.684079,proxy,warn,3968,139857003271936,47.243.137.229,34530,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
532,[Sat Jul 19 06:29:30.800552 2025] [proxy:warn] [pid 3968:tid 139858160908032] [client 47.243.137.229:34538] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,Sat Jul 19 06:29:30.800552 2025,2025-07-19 06:29:30.800552,proxy,warn,3968,139858160908032,47.243.137.229,34538,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,SUCCESS,STANDARD_HEADER,
533,[Sat Jul 19 06:29:30.916426 2025] [proxy:warn] [pid 4214:tid 139857061988096] [client 47.243.137.229:34542] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Sat Jul 19 06:29:30.916426 2025,2025-07-19 06:29:30.916426,proxy,warn,4214,139857061988096,47.243.137.229,34542,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,SUCCESS,STANDARD_HEADER,
534,[Sat Jul 19 06:29:31.036622 2025] [proxy:warn] [pid 3969:tid 139857984661248] [client 47.243.137.229:34544] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,Sat Jul 19 06:29:31.036622 2025,2025-07-19 06:29:31.036622,proxy,warn,3969,139857984661248,47.243.137.229,34544,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
535,[Sat Jul 19 06:29:31.152321 2025] [proxy:warn] [pid 3969:tid 139857967875840] [client 47.243.137.229:34554] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Sat Jul 19 06:29:31.152321 2025,2025-07-19 06:29:31.152321,proxy,warn,3969,139857967875840,47.243.137.229,34554,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,SUCCESS,STANDARD_HEADER,
536,[Sat Jul 19 06:29:31.272556 2025] [proxy:warn] [pid 4214:tid 139858152515328] [client 47.243.137.229:34566] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Sat Jul 19 06:29:31.272556 2025,2025-07-19 06:29:31.272556,proxy,warn,4214,139858152515328,47.243.137.229,34566,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
537,[Sat Jul 19 06:29:31.393236 2025] [proxy:warn] [pid 3969:tid 139858160908032] [client 47.243.137.229:34572] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,Sat Jul 19 06:29:31.393236 2025,2025-07-19 06:29:31.393236,proxy,warn,3969,139858160908032,47.243.137.229,34572,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
538,[Sat Jul 19 06:29:31.509941 2025] [proxy:warn] [pid 3969:tid 139858144122624] [client 47.243.137.229:34578] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,Sat Jul 19 06:29:31.509941 2025,2025-07-19 06:29:31.509941,proxy,warn,3969,139858144122624,47.243.137.229,34578,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,SUCCESS,STANDARD_HEADER,
539,[Sat Jul 19 06:29:31.624962 2025] [proxy:warn] [pid 3968:tid 139857884079872] [client 47.243.137.229:34582] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Sat Jul 19 06:29:31.624962 2025,2025-07-19 06:29:31.624962,proxy,warn,3968,139857884079872,47.243.137.229,34582,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
540,[Sat Jul 19 06:29:31.740879 2025] [proxy:warn] [pid 3968:tid 139858127337216] [client 47.243.137.229:34586] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,Sat Jul 19 06:29:31.740879 2025,2025-07-19 06:29:31.740879,proxy,warn,3968,139858127337216,47.243.137.229,34586,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
541,[Sat Jul 19 06:29:31.861193 2025] [proxy:warn] [pid 3967:tid 139857766582016] [client 47.243.137.229:34592] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,Sat Jul 19 06:29:31.861193 2025,2025-07-19 06:29:31.861193,proxy,warn,3967,139857766582016,47.243.137.229,34592,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
542,[Sat Jul 19 06:29:31.981814 2025] [proxy:warn] [pid 3967:tid 139857749796608] [client 47.243.137.229:34602] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Sat Jul 19 06:29:31.981814 2025,2025-07-19 06:29:31.981814,proxy,warn,3967,139857749796608,47.243.137.229,34602,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
543,[Sat Jul 19 06:29:32.099131 2025] [proxy:warn] [pid 3967:tid 139858001315584] [client 47.243.137.229:34606] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Sat Jul 19 06:29:32.099131 2025,2025-07-19 06:29:32.099131,proxy,warn,3967,139858001315584,47.243.137.229,34606,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
544,[Sat Jul 19 06:29:32.220573 2025] [proxy:warn] [pid 4214:tid 139858135729920] [client 47.243.137.229:34614] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Sat Jul 19 06:29:32.220573 2025,2025-07-19 06:29:32.220573,proxy,warn,4214,139858135729920,47.243.137.229,34614,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
545,[Sat Jul 19 06:29:32.338016 2025] [proxy:warn] [pid 4214:tid 139858118944512] [client 47.243.137.229:34618] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Sat Jul 19 06:29:32.338016 2025,2025-07-19 06:29:32.338016,proxy,warn,4214,139858118944512,47.243.137.229,34618,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
546,[Sat Jul 19 06:29:32.458057 2025] [proxy:warn] [pid 3967:tid 139857833723648] [client 47.243.137.229:34622] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Sat Jul 19 06:29:32.458057 2025,2025-07-19 06:29:32.458057,proxy,warn,3967,139857833723648,47.243.137.229,34622,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
547,[Sat Jul 19 06:29:32.574984 2025] [proxy:warn] [pid 4214:tid 139857624037120] [client 47.243.137.229:34628] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,Sat Jul 19 06:29:32.574984 2025,2025-07-19 06:29:32.574984,proxy,warn,4214,139857624037120,47.243.137.229,34628,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
548,[Sat Jul 19 06:29:32.691595 2025] [proxy:warn] [pid 4214:tid 139857489819392] [client 47.243.137.229:34638] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,Sat Jul 19 06:29:32.691595 2025,2025-07-19 06:29:32.691595,proxy,warn,4214,139857489819392,47.243.137.229,34638,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
549,[Sat Jul 19 06:29:32.807326 2025] [proxy:warn] [pid 4214:tid 139857582073600] [client 47.243.137.229:34650] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Sat Jul 19 06:29:32.807326 2025,2025-07-19 06:29:32.807326,proxy,warn,4214,139857582073600,47.243.137.229,34650,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
550,[Sat Jul 19 06:29:32.922941 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 47.243.137.229:34660] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Sat Jul 19 06:29:32.922941 2025,2025-07-19 06:29:32.922941,proxy,warn,4214,139857590466304,47.243.137.229,34660,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,SUCCESS,STANDARD_HEADER,
551,[Sat Jul 19 06:29:33.038518 2025] [proxy:warn] [pid 4214:tid 139857481426688] [client 47.243.137.229:34666] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Sat Jul 19 06:29:33.038518 2025,2025-07-19 06:29:33.038518,proxy,warn,4214,139857481426688,47.243.137.229,34666,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
